"societe";"ref";"date";"produit";"date2";"compte_absystech_before";"compte_absystech_after";"type";"quantite";"prix";"id_facture_ligne";"type_facture"
"URIOPSS Picardie";"AFLI19100099";03/10/2019;"Unifax - Fax2Mail-Mail2Fax - 250 unités incluses";03/10/2019;"VENTES DE MARCHANDISES";"VENTES D'ABONNEMENT";"marchandise";"1.00";"10.00";51084;"facture_periodique"
"URIOPSS Picardie";"AFLI19100099";03/10/2019;"Trunk SIP national illimité - 4 canaux de communication (appels illimités vers les fixes en France)";03/10/2019;"VENTES DE MARCHANDISES";"VENTES D'ABONNEMENT";"marchandise";"1.00";"60.00";51085;"facture_periodique"
"URIOPSS Picardie";"AFLI19100099";03/10/2019;"Mise à disposition Infrastructure IPBX (2 téléphones fixes Aastra 673xi, 4 DECT et borne DECT, routeur SonicWall, passerelle ATA SPA122)";03/10/2019;"VENTES DE MARCHANDISES";"LOCATION";"marchandise";"1.00";"110.79";51086;"facture_periodique"
"URIOPSS Picardie";"AFLI19100099";03/10/2019;"Consommations de la période précédente";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"10.48";51087;"facture_periodique"
"V.M.D";"AFLI19100100";03/10/2019;"Forfait illimité - Voix / SMS / MMS / Data 20 Go (engagement 12 mois) [nl]Les forfaits illimités incluent Appels, SMS, MMS illimités en France et la Data dans la limite du fair-use souscrit";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"25.00";51089;"facture_periodique"
"Voyages Eeckhoute";"AFLI19100101";03/10/2019;"Remise de 10% sur l'abonnement mensuel Trunk SIP Full Illimité - 2 canaux";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"-4.60";51114;"facture_periodique"
"Voyages Eeckhoute";"AFLI19100101";03/10/2019;"Remise de 20% sur l'abonnement mensuel Unifax";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"-2.00";51115;"facture_periodique"
"Voyages Eeckhoute";"AFLI19100101";03/10/2019;"Trunk SIP Full Illimité - 2 canaux (appels illimités vers les fixes et mobiles en France + 70 destinations internationales)";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"46.00";51116;"facture_periodique"
"Voyages Eeckhoute";"AFLI19100101";03/10/2019;"Unifax - Fax 2 Mail / Mail 2 Fax - 250 unités incluses";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"10.00";51117;"facture_periodique"
"Voyages Eeckhoute";"AFLI19100101";03/10/2019;"Lien VDSL Orange - Dégroupage total (engagement 36 mois)";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"60.00";51118;"facture_periodique"
"Voyages Eeckhoute";"AFLI19100101";03/10/2019;"Sécurisation du lien via Cloud Firewall Fortinet (Mode Avancé";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"49.00";51119;"facture_periodique"
"Voyages Eeckhoute";"AFLI19100101";03/10/2019;"n° SDA";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"2.00";"0.80";51120;"facture_periodique"
"Voyages Eeckhoute";"AFLI19100101";03/10/2019;"Maintenance mensuelle et extension de garantie du matériel - Engagement de 36 mois avec renouvellement mensuel par tacite reconduction (20% de remise incluse)";03/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"1.00";"22.00";51121;"facture_periodique"
"Voyages Eeckhoute";"AFLI19100101";03/10/2019;"Abonnement mensuel accès IPBX hébergé - par site";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"15.00";51122;"facture_periodique"
"Voyages Eeckhoute";"AFLI19100101";03/10/2019;"Abonnement mensuel user IPBX hébergé - par site";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"5.00";"3.00";51123;"facture_periodique"
"Voyages Eeckhoute";"AFLI19100101";03/10/2019;"Location routeur VDSL - Technicolor TG588V - Engagement 36 mois - (remis contre caution remboursable de 70¤/routeur)";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"1.00";"5.00";51124;"facture_periodique"
"Voyages Eeckhoute";"AFLI19100101";03/10/2019;"Consommations de la période précédente";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"2.17";51125;"facture_periodique"
"AbsysTech";"AFLI19100102";03/10/2019;"Hébergement serveurs LMA";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"125.00";51127;"facture_periodique"
"AbsysTech";"AFLI19100103";03/10/2019;"Infra Cléodis - Environnement Mono-Datacenter VM Web+BDD (4 vCPU / 8 Go Ram / 42 Go Swap / 50 Go DD ultra haute vitesse + 150 Go DD) - Sauvegarde 7 jours - Infoge?rance - 10Mb/s";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"121.70";51134;"facture_periodique"
"AbsysTech";"AFLI19100103";03/10/2019;"Infra MOA Environnement Mono-Datacenter VM Web+BDD (8 vCPU / 8 Go Ram / 16 Go Swap / 50 Go DD ultra haute vitesse + 100 Go DD - Vlan supplémentaire) - Sauvegarde 7 jours - Infogérance - 10Mb/s - (installation et migration réalisées dans le cadre du contrat de régie)";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"128.48";51135;"facture_periodique"
"AbsysTech";"AFLI19100103";03/10/2019;"Extension 100 Go MOA + svg";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"18.50";51136;"facture_periodique"
"AbsysTech";"AFLI19100103";03/10/2019;"Extension 150Go d'espace disque - standard";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"19.70";51137;"facture_periodique"
"AbsysTech";"AFLI19100103";03/10/2019;"Environnement Multi-Datacenter VM Web+BDD (1 vCPU / 2 Go Ram / 50 Go DD ultra haute vitesse + 1 IP supplémentaire) - Sauvegarde 7 jours - Infogérance avancée (installation réalisée dans le cadre du contrat de régie Boulanger)";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"48.00";51138;"facture_periodique"
"AbsysTech";"AFLI19100103";03/10/2019;"Extension 1Go RAM - monodatacenter - serveur recette - DLI19060019";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"4.00";"6.60";51139;"facture_periodique"
"AbsysTech";"AFLI19100104";03/10/2019;"Serveur Cloud évolutif Classe Entreprise : 2 vPCU - RAM 8 Go - 50 Go d'espace de stockage haute performance dont 8 Go de SWAP - 300 Go d'espace de stockage normal - 5000 iops - SLA : 99,95%";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"112.31";51141;"facture_periodique"
"AFEJI - Les Bazennes";"AFLI19100105";03/10/2019;"Maintenance mensuelle - Equipements Afeji Les Bazennes";03/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"1.00";"37.00";51143;"facture_periodique"
"AFEJI SESSAD";"AFLI19100106";03/10/2019;"Maintenance mensuelle - Equipements AFEJI SESSAD";03/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"1.00";"29.00";51145;"facture_periodique"
"ATOUTCOMS";"AFLI19100107";03/10/2019;"Contrat de maintenance - Installation téléphonique pour le client : ADMR - Tarif mensuel : 69¤ HT";03/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"1.00";"69.00";51148;"facture_periodique"
"CARTONNAGES VAILLANT";"AFLI19100108";03/10/2019;"Maintenance mensuelle Easy2call 50";03/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"1.00";"88.00";51150;"facture_periodique"
"COMMUNE DE BAVAY";"AFLI19100109";03/10/2019;"Maintenance mensuelle et extension de garantie du matériel - Engagement de 36 mois avec renouvellement par tacite reconduction";03/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"1.00";"39.00";51153;"facture_periodique"
"COMMUNE DE BAVAY";"AFLI19100110";03/10/2019;"fourniture de la solution de téléphonie loyer HT sur 36 mois pour: 10 gigaset C530 IP,1 Mitel Aastra 6869I, 1 routeur Sonicwall TZ 300, 1 appliance Easy2call 50,  1 Switch 24 ports, 2 cordons S/FTPcat 6A,  prestations intégrations et intallations";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"1.00";"142.00";51156;"facture_periodique"
"DUPONT RESTAURATION";"AFLI19100111";03/10/2019;"[ref 2019-3101] Controller Unifi - Interface web centralisée (outil de gestion) - Gestion des mots de passe - Gestion des accès utilisateurs - Multiples SSID - Mise à jour des firmwares des bornes à distance - Hébergement sur le Cloud privé d'AbsysTech - Administration par AbsysTech";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"marchandise";"1.00";"5.00";51159;"facture_periodique"
"DUPONT RESTAURATION";"AFLI19100111";03/10/2019;"[ref 2019-3101] Maintenance mensuelle Easy2Call 50 - Avenant Dupont Restauration Bailleul";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"44.00";51160;"facture_periodique"
"Eliott & Markus";"AFLI19100112";03/10/2019;"Contrat de maintenance mensuelle de la solution de téléphonie en l'état [nl]Engagement sur une durée de 12 mois reconductible ensuite chaque mois par tacite reconduction. [nl]Les équipements (et leurs configurations) concernés sont : [nl] - 1 IPBX évolutif AbsysTech Telecom (sous Asterisk) [nl] - 19 postes Aastra 6731i [nl] - 2 DECT Gigaset C610 IP et leur base [nl] - 5 postes Aastra 6753i [nl] - 1 poste Aastra 6757i [nl] - 1 poste Aastra 6737i [nl] - 1 module d'extension Aastra M675i [nl]N'est pas inclus d";03/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"1.00";"62.00";51163;"facture_periodique"
"Eliott & Markus";"AFLI19100112";03/10/2019;"Remise systématique de 3,00 ¤ HT/mois durant toute la durée du contrat de maintenance";03/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"1.00";"-3.00";51164;"facture_periodique"
"ENTREPRISE LIONET";"AFLI19100113";03/10/2019;"Maintenance mensuelle Easy2Call 50";03/10/2019;"PRESTATIONS / SUPPORT";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"1.00";"38.00";51166;"facture_periodique"
"ENVELNOR KUVERT";"AFLI19100114";03/10/2019;"Maintenance mensuelle de la solution de téléphonie - engagement sur 36 mois renouvelable";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"marchandise";"1.00";"78.00";51168;"facture_periodique"
"GIE Domartois";"AFLI19100115";03/10/2019;"Maintenance mensuelle et extension de garantie des équipements de la solution de téléphonie - engagement sur 36 mois renouvelable (10% de remise incluse)";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"marchandise";"1.00";"45.00";51170;"facture_periodique"
"IRM METROPOLE SUD";"AFLI19100116";03/10/2019;"Maintenance mensuelle - Engagement sur 3 ans";03/10/2019;"PRESTATIONS / SUPPORT";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"1.00";"32.00";51172;"facture_periodique"
"Lestienne Immobilier";"AFLI19100117";03/10/2019;"Abonnement mensuel accès IPBX hébergé - par site";03/10/2019;"PRESTATIONS - ABO TACITE";"VENTES D'ABONNEMENT";"service";"10.00";"5.00";51175;"facture_periodique"
"Lestienne Immobilier";"AFLI19100117";03/10/2019;"[Agence JLW] contrat de maintenance";03/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"1.00";"37.00";51176;"facture_periodique"
"SCM LA VICTOIRE";"AFLI19100118";03/10/2019;"Maintenance mensuelle Easy2Call 50";03/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"1.00";"19.00";51178;"facture_periodique"
"SCM RHUMATO SAINT MAUR";"AFLI19100119";03/10/2019;"Controller Unifi - Interface web centralisée (outil de gestion) - Gestion des mots de passe - Gestion des accès utilisateurs - Multiples SSID - Mise à jour des firmwares des bornes à distance - Hébergement sur le Cloud privé d'AbsysTech - Administration par AbsysTech";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"marchandise";"1.00";"7.00";51181;"facture_periodique"
"SCM RHUMATO SAINT MAUR";"AFLI19100119";03/10/2019;"Maintenance mensuelle Easy2Call 50";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"marchandise";"1.00";"20.00";51182;"facture_periodique"
"SOCIÉTÉ DE RÉNOVATION ET DE RESTAURATION DE LILLE";"AFLI19100120";03/10/2019;"Forfait 4G Data Only 100 Go - Engagement 36 mois - Débit réduit au-delà de 100 Go";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"95.00";51186;"facture_periodique"
"SOCIÉTÉ DE RÉNOVATION ET DE RESTAURATION DE LILLE";"AFLI19100121";03/10/2019;"Mise à disposition de la solution de téléphonie et maintenance - engagement 12 mois";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"1.00";"342.00";51188;"facture_periodique"
"TAPIS SAINT MACLOU (TSM)";"AFLI19100122";03/10/2019;"Abonnement mensuel pour Installation téléphonique comprenant :  - Un modem 4G - Une ligne téléphonique illimitée fixe-mobile / internet 4G (1Go de data) - dans la limite de nos conditions standards de communication - 1 borne DECT Gigaset - 2 téléphones DECT Gigaset";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"41.00";51190;"facture_periodique"
"TAPIS SAINT MACLOU (TSM)";"AFLI19100123";03/10/2019;"Maintenance IPBX Centrex Privé";03/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"1.00";"189.00";51329;"facture_periodique"
"TAPIS SAINT MACLOU (TSM)";"AFLI19100123";03/10/2019;"Maintenance Poste IP";03/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"751.00";"1.75";51330;"facture_periodique"
"TRANSPORTS MAHIEUX";"AFLI19100124";03/10/2019;"Maintenance mensuelle Easy2Call LT";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"marchandise";"1.00";"17.00";51198;"facture_periodique"
"Travail Partage 62";"AFLI19100125";03/10/2019;"SonicWALL TZ300 : S/N: 18B169728DC0- Pare-feu de sécurité réseau et Support 8X5 - Contrat de maintenance prolongé - remplacement du routeur TZ300 en cas de défaillance technique en J+1 - Support technique : support téléphonique et assistance web - Disponibilité :8 heures par jour / lundi à vendredi / 5 jours par semaine - 3 années [nl]Mises à jour et mises à niveau firmware pour préserver la sécurité de votre réseau";03/10/2019;"VENTES DE MARCHANDISES";"LOCATION";"marchandise";"1.00";"58.23";51200;"facture_periodique"
"URBADS";"AFLI19100126";03/10/2019;"Maintenance mensuelle et extension de garantie de la solution de téléphonie - Engagement sur 58 mois renouvelable selon les conditions du contrat";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"marchandise";"1.00";"47.00";51202;"facture_periodique"
"Urbycom";"AFLI19100127";03/10/2019;"Maintenance mensuelle (IPBX inclus) et extension de garantie de la solution de téléphonie - engagement sur 60 mois renouvelable selon les conditions du contrat";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"marchandise";"1.00";"42.00";51206;"facture_periodique"
"Urbycom";"AFLI19100127";03/10/2019;"Monitoring du VPN et contrôle de la politique de sécurité du réseau télécom + Push des mises à jour firmware des routeurs UniFi";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"marchandise";"1.00";"20.00";51207;"facture_periodique"
"Urbycom";"AFLI19100127";03/10/2019;"Maintenance mensuelle et extension de garantie du matériel -[ADLI18110036] + [ADLI19050003] + [ADLI19060001]";03/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"1.00";"6.00";51208;"facture_periodique"
"YVELINES RESTAURATION";"AFLI19100128";03/10/2019;"Maintenance mensuelle Easy2Call 50";03/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"1.00";"69.00";51211;"facture_periodique"
"YVELINES RESTAURATION";"AFLI19100128";03/10/2019;"Controller Unifi - Interface web centralisée (outil de gestion) - Gestion des mots de passe - Gestion des accès utilisateurs - Multiples SSID - Mise à jour des firmwares des bornes à distance - Hébergement sur le Cloud privé d'AbsysTech - Administration par AbsysTech";03/10/2019;"VENTES MARCHANDISES - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"marchandise";"1.00";"5.00";51212;"facture_periodique"
"ACE - SOFEC";"AFLI19100129";03/10/2019;"Contrat de maintenance, tarif mensuel : 64 euros HT";03/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"64.00";51214;"facture_periodique"
"ARASSOC - FOYER DE VIE DE BACOUEL";"AFLI19100130";03/10/2019;"Contrat de maintenance - Tarif mensuel : 98 ¤ HT";03/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"98.00";51216;"facture_periodique"
"ARASSOC Picardie";"AFLI19100131";03/10/2019;"Maintenance mensuelle - Engagement sur 36 mois (renouvelable)  [Remise de 15% incluse]";03/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"42.00";51218;"facture_periodique"
"Cap Recouvrement";"AFLI19100132";03/10/2019;"Contrat de maintenance IPBX";03/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"32.00";51220;"facture_periodique"
"CGRM";"AFLI19100133";03/10/2019;"Contrat de maintenance, tarif mensuel : 153 euros HT";03/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"153.00";51223;"facture_periodique"
"CGRM";"AFLI19100133";03/10/2019;"Maintenance mensuelle du Mitel 6869i (ADLI19040044)";03/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"1.00";51224;"facture_periodique"
"CLEODIS";"AFLI19100134";03/10/2019;"Contrat de maintenance Midas QUIEVRECHAIN : 21 ¤ ht par mois";03/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"21.00";51245;"facture_periodique"
"CLEODIS";"AFLI19100134";03/10/2019;"Contrat de maintenance Midas VIRY CHATILLON : 21 ¤ ht par mois";03/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"21.00";51246;"facture_periodique"
"CLEODIS";"AFLI19100134";03/10/2019;"Contrat de maintenance Midas BAPAUME : 21 ¤ ht par mois";03/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"21.00";51247;"facture_periodique"
"CLEODIS";"AFLI19100134";03/10/2019;"Contrat de maintenance Midas LORIENT : 21 ¤ ht par mois";03/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"21.00";51248;"facture_periodique"
"CLEODIS";"AFLI19100134";03/10/2019;"Contrat de maintenance Midas MARLY : 21 ¤ ht par mois";03/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"21.00";51249;"facture_periodique"
"CLEODIS";"AFLI19100134";03/10/2019;"Contrat de maintenance Midas PONTAULT COMBAULT : 21 ¤ ht par mois";03/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"21.00";51250;"facture_periodique"
"CLEODIS";"AFLI19100135";03/10/2019;"Régularisation sur: Contrat de maintenance Midas NANGIS : 21 ¤ ht par mois";03/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"5.00";"63.00";51251;"avoir"
"CLEODIS";"AFLI19100135";03/10/2019;"Régularisation sur: Contrat de maintenance Midas SECLIN : 21 ¤ ht par mois";03/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"5.00";"63.00";51252;"avoir"
"DESIGN D'O";"AFLI19100136";03/10/2019;"Maintenance mensuelle";03/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"21.00";51254;"facture_periodique"
"EBS LE RELAIS NORD PAS DE CALAIS";"AFLI19100137";03/10/2019;"Contrat de maintenance - Tarif mensuel : 24.50 Euros HT";03/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"24.50";51256;"facture_periodique"
"ECKLIPSE";"AFLI19100138";03/10/2019;"Contrat de maintenance de votre solution de téléphonie : 35 ¤ HT par mois";03/10/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"3.00";"35.00";51258;"facture_periodique"
