"societe";"ref";"date";"produit";"date2";"compte_absystech_before";"compte_absystech_after";"type";"quantite";"prix";"id_facture_ligne";"type_facture"
"Voyages Eeckhoute";"AFLI19080097";02/08/2019;"Remise de 20% sur l'abonnement mensuel Unifax";02/08/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"-2.00";47793;"facture_periodique"
"Voyages Eeckhoute";"AFLI19080097";02/08/2019;"Trunk SIP Full Illimité - 2 canaux (appels illimités vers les fixes et mobiles en France + 70 destinations internationales)";02/08/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"46.00";47794;"facture_periodique"
"Voyages Eeckhoute";"AFLI19080097";02/08/2019;"Unifax - Fax 2 Mail / Mail 2 Fax - 250 unités incluses";02/08/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"10.00";47795;"facture_periodique"
"Voyages Eeckhoute";"AFLI19080097";02/08/2019;"Lien VDSL Orange - Dégroupage total (engagement 36 mois)";02/08/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"60.00";47796;"facture_periodique"
"Voyages Eeckhoute";"AFLI19080097";02/08/2019;"Sécurisation du lien via Cloud Firewall Fortinet (Mode Avancé";02/08/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"49.00";47797;"facture_periodique"
"Voyages Eeckhoute";"AFLI19080097";02/08/2019;"n° SDA";02/08/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"2.00";"0.80";47798;"facture_periodique"
"Voyages Eeckhoute";"AFLI19080097";02/08/2019;"Maintenance mensuelle et extension de garantie du matériel - Engagement de 36 mois avec renouvellement mensuel par tacite reconduction (20% de remise incluse)";02/08/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"1.00";"22.00";47799;"facture_periodique"
"Voyages Eeckhoute";"AFLI19080097";02/08/2019;"Abonnement mensuel accès IPBX hébergé - par site";02/08/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"15.00";47800;"facture_periodique"
"Voyages Eeckhoute";"AFLI19080097";02/08/2019;"Abonnement mensuel user IPBX hébergé - par site";02/08/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"5.00";"3.00";47801;"facture_periodique"
"Voyages Eeckhoute";"AFLI19080097";02/08/2019;"Location routeur VDSL - Technicolor TG588V - Engagement 36 mois - (remis contre caution remboursable de 70¤/routeur)";02/08/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"1.00";"5.00";47802;"facture_periodique"
"Voyages Eeckhoute";"AFLI19080097";02/08/2019;"Consommations de la période précédente";02/08/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"3.47";47803;"facture_periodique"
"CGRM";"AFLI19080098";02/08/2019;"Abonnement ligne analogique VGA - illimité national - Liste route [150 premiers appels dans le mois offerts - Coûts de mise en relation : 0¤ / appel - Tarification à la 1ère seconde : 0,049¤ HT / min] - Sans engagement";02/08/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"2.00";"19.00";47902;"facture_periodique"
"CGRM";"AFLI19080098";02/08/2019;"GTR 4H ouvrables sur ligne analogique";02/08/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"2.00";"4.50";47903;"facture_periodique"
"CGRM";"AFLI19080098";02/08/2019;"Consommations de la période précédente";02/08/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"163.07";47904;"facture_periodique"
"CGRM";"AFLI19080098";02/08/2019;"Intégration et configuration du message studio enregistré dans l'IPBX";02/08/2019;"PRESTATIONS / SUPPORT";"PRESTATIONS / SUPPORT";"service";"1.00";"34.00";47905;"facture_periodique"
"CGRM";"AFLI19080098";02/08/2019;"Réalisation et enregistrement en studio d'un message téléphonique type répondeur - Mixage voix / musique";02/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";"60.00";47906;"facture_periodique"
"AbsysTech";"AFLI19080099";02/08/2019;"Hébergement serveurs LMA";02/08/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"125.00";47821;"facture_periodique"
"AbsysTech";"AFLI19080099";02/08/2019;"AVOIR: hébergement LMA";02/08/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"0.33";"-374.60";47822;"facture_periodique"
"AbsysTech";"AFLI19080100";02/08/2019;"Infra Cléodis - Environnement Mono-Datacenter VM Web+BDD (4 vCPU / 8 Go Ram / 42 Go Swap / 50 Go DD ultra haute vitesse + 150 Go DD) - Sauvegarde 7 jours - Infoge?rance - 10Mb/s";02/08/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"121.70";47829;"facture_periodique"
"AbsysTech";"AFLI19080100";02/08/2019;"Infra MOA Environnement Mono-Datacenter VM Web+BDD (8 vCPU / 8 Go Ram / 16 Go Swap / 50 Go DD ultra haute vitesse + 100 Go DD - Vlan supplémentaire) - Sauvegarde 7 jours - Infogérance - 10Mb/s - (installation et migration réalisées dans le cadre du contrat de régie)";02/08/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"128.48";47830;"facture_periodique"
"AbsysTech";"AFLI19080100";02/08/2019;"Extension 100 Go MOA + svg";02/08/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"18.50";47831;"facture_periodique"
"AbsysTech";"AFLI19080100";02/08/2019;"Extension 150Go d'espace disque - standard";02/08/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"19.70";47832;"facture_periodique"
"AbsysTech";"AFLI19080100";02/08/2019;"Environnement Multi-Datacenter VM Web+BDD (1 vCPU / 2 Go Ram / 50 Go DD ultra haute vitesse + 1 IP supplémentaire) - Sauvegarde 7 jours - Infogérance avancée (installation réalisée dans le cadre du contrat de régie Boulanger)";02/08/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"48.00";47833;"facture_periodique"
"AbsysTech";"AFLI19080100";02/08/2019;"Extension 1Go RAM - monodatacenter - serveur recette - DLI19060019";02/08/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"4.00";"6.60";47834;"facture_periodique"
"AbsysTech";"AFLI19080101";02/08/2019;"Serveur Cloud évolutif Classe Entreprise : 2 vPCU - RAM 8 Go - 50 Go d'espace de stockage haute performance dont 8 Go de SWAP - 300 Go d'espace de stockage normal - 5000 iops - SLA : 99,95%";02/08/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"112.31";47836;"facture_periodique"
"AFEJI - Les Bazennes";"AFLI19080102";02/08/2019;"Maintenance mensuelle - Equipements Afeji Les Bazennes";02/08/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"1.00";"37.00";47839;"facture_periodique"
"AFEJI SESSAD";"AFLI19080103";02/08/2019;"Maintenance mensuelle - Equipements AFEJI SESSAD";02/08/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"1.00";"29.00";47841;"facture_periodique"
"ATOUTCOMS";"AFLI19080104";02/08/2019;"Contrat de maintenance - Installation téléphonique pour le client : ADMR - Tarif mensuel : 69¤ HT";02/08/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"1.00";"69.00";47843;"facture_periodique"
"CARTONNAGES VAILLANT";"AFLI19080105";02/08/2019;"Maintenance mensuelle Easy2call 50";02/08/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"1.00";"88.00";47845;"facture_periodique"
"COMMUNE DE BAVAY";"AFLI19080106";02/08/2019;"Maintenance mensuelle et extension de garantie du matériel - Engagement de 36 mois avec renouvellement par tacite reconduction";02/08/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"1.00";"39.00";47847;"facture_periodique"
"COMMUNE DE BAVAY";"AFLI19080107";02/08/2019;"fourniture de la solution de téléphonie loyer HT sur 36 mois pour: 10 gigaset C530 IP,1 Mitel Aastra 6869I, 1 routeur Sonicwall TZ 300, 1 appliance Easy2call 50,  1 Switch 24 ports, 2 cordons S/FTPcat 6A,  prestations intégrations et intallations";02/08/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"1.00";"142.00";47849;"facture_periodique"
"DECOCK DEVELOPPEMENT";"AFLI19080108";02/08/2019;"Contrat de maintenance mensuelle de la solution de téléphonie en l'état Engagement sur une durée de 12 mois reconductible chaque mois par tacite reconduction. Les équipements (et leurs configurations) concernés sont : 1 appliance Easy2call 50 (IPBX), 1 carte Digium B410P (4 T0),18 téléphones Aastra 6731i, 1 téléphone Aastra 6757i, 1 module d'extension Aastra M675i, 1 Cisco Small Business SPA122, 1 switch HP 2530-24-PoE+  1 borne DECT Gigaset N510 IP Pro, 1 casque Jabra Pro 920 Mono";02/08/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"1.00";"58.00";47851;"facture_periodique"
"DUPONT RESTAURATION";"AFLI19080109";02/08/2019;"[ref 2019-3101] Controller Unifi - Interface web centralisée (outil de gestion) - Gestion des mots de passe - Gestion des accès utilisateurs - Multiples SSID - Mise à jour des firmwares des bornes à distance - Hébergement sur le Cloud privé d'AbsysTech - Administration par AbsysTech";02/08/2019;"VENTES MARCHANDISES - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"marchandise";"1.00";"5.00";47854;"facture_periodique"
"DUPONT RESTAURATION";"AFLI19080109";02/08/2019;"[ref 2019-3101] Maintenance mensuelle Easy2Call 50 - Avenant Dupont Restauration Bailleul";02/08/2019;"VENTES MARCHANDISES - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"marchandise";"1.00";"44.00";47855;"facture_periodique"
"Eliott & Markus";"AFLI19080110";02/08/2019;"Contrat de maintenance mensuelle de la solution de téléphonie en l'état [nl]Engagement sur une durée de 12 mois reconductible ensuite chaque mois par tacite reconduction. [nl]Les équipements (et leurs configurations) concernés sont : [nl] - 1 IPBX évolutif AbsysTech Telecom (sous Asterisk) [nl] - 19 postes Aastra 6731i [nl] - 2 DECT Gigaset C610 IP et leur base [nl] - 5 postes Aastra 6753i [nl] - 1 poste Aastra 6757i [nl] - 1 poste Aastra 6737i [nl] - 1 module d'extension Aastra M675i [nl]N'est pas inclus d";02/08/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"1.00";"62.00";47858;"facture_periodique"
"Eliott & Markus";"AFLI19080110";02/08/2019;"Remise systématique de 3,00 ¤ HT/mois durant toute la durée du contrat de maintenance";02/08/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"1.00";"-3.00";47859;"facture_periodique"
"ENTREPRISE LIONET";"AFLI19080111";02/08/2019;"Maintenance mensuelle Easy2Call 50";02/08/2019;"PRESTATIONS / SUPPORT";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"1.00";"38.00";47861;"facture_periodique"
"ENVELNOR KUVERT";"AFLI19080112";02/08/2019;"Maintenance mensuelle de la solution de téléphonie - engagement sur 36 mois renouvelable";02/08/2019;"VENTES MARCHANDISES - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"marchandise";"1.00";"78.00";47863;"facture_periodique"
"GIE Domartois";"AFLI19080113";02/08/2019;"Maintenance mensuelle et extension de garantie des équipements de la solution de téléphonie - engagement sur 36 mois renouvelable (10% de remise incluse)";02/08/2019;"VENTES MARCHANDISES - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"marchandise";"1.00";"45.00";47865;"facture_periodique"
"IRM METROPOLE SUD";"AFLI19080114";02/08/2019;"Maintenance mensuelle - Engagement sur 3 ans";02/08/2019;"PRESTATIONS - ABO RENOUV";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"1.00";"32.00";49453;"facture_periodique"
"Lestienne Immobilier";"AFLI19080115";02/08/2019;"Abonnement mensuel accès IPBX hébergé - par site";02/08/2019;"PRESTATIONS - ABO TACITE";"VENTES D'ABONNEMENT";"service";"10.00";"5.00";47870;"facture_periodique"
"Lestienne Immobilier";"AFLI19080115";02/08/2019;"[Agence JLW] contrat de maintenance";02/08/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"1.00";"37.00";47871;"facture_periodique"
"SCM LA VICTOIRE";"AFLI19080116";02/08/2019;"Maintenance mensuelle Easy2Call 50";02/08/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"1.00";"19.00";47875;"facture_periodique"
"SCM RHUMATO SAINT MAUR";"AFLI19080117";02/08/2019;"Controller Unifi - Interface web centralisée (outil de gestion) - Gestion des mots de passe - Gestion des accès utilisateurs - Multiples SSID - Mise à jour des firmwares des bornes à distance - Hébergement sur le Cloud privé d'AbsysTech - Administration par AbsysTech";02/08/2019;"VENTES MARCHANDISES - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"marchandise";"1.00";"7.00";47878;"facture_periodique"
"SCM RHUMATO SAINT MAUR";"AFLI19080117";02/08/2019;"Maintenance mensuelle Easy2Call 50";02/08/2019;"VENTES MARCHANDISES - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"marchandise";"1.00";"20.00";47879;"facture_periodique"
"SOCIÉTÉ DE RÉNOVATION ET DE RESTAURATION DE LILLE";"AFLI19080118";02/08/2019;"Forfait 4G Data Only 100 Go - Engagement 36 mois - Débit réduit au-delà de 100 Go";02/08/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"95.00";47881;"facture_periodique"
"SOCIÉTÉ DE RÉNOVATION ET DE RESTAURATION DE LILLE";"AFLI19080119";02/08/2019;"Mise à disposition de la solution de téléphonie et maintenance - engagement 12 mois";02/08/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"1.00";"342.00";47883;"facture_periodique"
"TRANSPORTS MAHIEUX";"AFLI19080120";02/08/2019;"Maintenance mensuelle Easy2Call LT";02/08/2019;"VENTES MARCHANDISES - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"marchandise";"1.00";"17.00";47885;"facture_periodique"
"Travail Partage 62";"AFLI19080121";02/08/2019;"SonicWALL TZ300 : S/N: 18B169728DC0- Pare-feu de sécurité réseau et Support 8X5 - Contrat de maintenance prolongé - remplacement du routeur TZ300 en cas de défaillance technique en J+1 - Support technique : support téléphonique et assistance web - Disponibilité :8 heures par jour / lundi à vendredi / 5 jours par semaine - 3 années [nl]Mises à jour et mises à niveau firmware pour préserver la sécurité de votre réseau";02/08/2019;"VENTES DE MARCHANDISES";"LOCATION";"marchandise";"1.00";"58.23";47887;"facture_periodique"
"URBADS";"AFLI19080122";02/08/2019;"Maintenance mensuelle et extension de garantie de la solution de téléphonie - Engagement sur 58 mois renouvelable selon les conditions du contrat";02/08/2019;"VENTES MARCHANDISES - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"marchandise";"1.00";"47.00";47889;"facture_periodique"
"Urbycom";"AFLI19080123";02/08/2019;"Maintenance mensuelle (IPBX inclus) et extension de garantie de la solution de téléphonie - engagement sur 60 mois renouvelable selon les conditions du contrat";02/08/2019;"VENTES MARCHANDISES - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"marchandise";"1.00";"42.00";47893;"facture_periodique"
"Urbycom";"AFLI19080123";02/08/2019;"Monitoring du VPN et contrôle de la politique de sécurité du réseau télécom + Push des mises à jour firmware des routeurs UniFi";02/08/2019;"VENTES MARCHANDISES - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"marchandise";"1.00";"20.00";47894;"facture_periodique"
"Urbycom";"AFLI19080123";02/08/2019;"Maintenance mensuelle et extension de garantie du matériel -[ADLI18110036] + [ADLI19050003] + [ADLI19060001]";02/08/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"1.00";"6.00";47895;"facture_periodique"
"YVELINES RESTAURATION";"AFLI19080124";02/08/2019;"Maintenance mensuelle Easy2Call 50";02/08/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"1.00";"69.00";47898;"facture_periodique"
"YVELINES RESTAURATION";"AFLI19080124";02/08/2019;"Controller Unifi - Interface web centralisée (outil de gestion) - Gestion des mots de passe - Gestion des accès utilisateurs - Multiples SSID - Mise à jour des firmwares des bornes à distance - Hébergement sur le Cloud privé d'AbsysTech - Administration par AbsysTech";02/08/2019;"VENTES MARCHANDISES - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"marchandise";"1.00";"5.00";47899;"facture_periodique"
"TAPIS SAINT MACLOU (TSM)";"AFLI19080125";02/08/2019;"Maintenance IPBX Centrex Privé";02/08/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"1.00";"189.00";47911;"facture_periodique"
"TAPIS SAINT MACLOU (TSM)";"AFLI19080125";02/08/2019;"Maintenance Poste IP";02/08/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"743.00";"1.75";47912;"facture_periodique"
"TAPIS SAINT MACLOU (TSM)";"AFLI19080126";02/08/2019;"Abonnement mensuel pour Installation téléphonique comprenant :  - Un modem 4G - Une ligne téléphonique illimitée fixe-mobile / internet 4G (1Go de data) - dans la limite de nos conditions standards de communication - 1 borne DECT Gigaset - 2 téléphones DECT Gigaset";02/08/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"41.00";47915;"facture_periodique"
"TAPIS SAINT MACLOU (TSM)";"AFLI19080127";02/08/2019;"Aastra 142d - Téléphone DECT Comprend un vibreur, une prise casque";02/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"2.00";"98.00";47916;"facture"
"TAPIS SAINT MACLOU (TSM)";"AFLI19080127";02/08/2019;"Forfait Diagnostique + Échange standard sur site - HORS GARANTIE (matériel fonctionnel)";02/08/2019;"VENTES DE MARCHANDISES";"PRESTATIONS / SUPPORT";"marchandise";"1.00";"75.00";47917;"facture"
"TAPIS SAINT MACLOU (TSM)";"AFLI19080127";02/08/2019;"Forfait Diagnostique - HORS GARANTIE (matériel fonctionnel)";02/08/2019;"PRESTATIONS / SUPPORT";"PRESTATIONS / SUPPORT";"service";"1.00";"15.00";47918;"facture"
"TAPIS SAINT MACLOU (TSM)";"AFLI19080128";02/08/2019;"Aastra 142d - Téléphone DECT Comprend un vibreur, une prise casque";02/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"4.00";"98.00";47919;"facture"
"TAPIS SAINT MACLOU (TSM)";"AFLI19080128";02/08/2019;"Frais de port - Envoi colis";02/08/2019;"VENTES DE MARCHANDISES";"FRAIS DE PORT";"marchandise";"2.00";"30.00";47920;"facture"
"TAPIS SAINT MACLOU (TSM)";"AFLI19080129";02/08/2019;"Aastra 142d - Téléphone DECT Comprend un vibreur, une prise casque et un chargeur";02/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";"98.00";47921;"facture"
"TAPIS SAINT MACLOU (TSM)";"AFLI19080129";02/08/2019;"Prestation de configuration d'un équipement IP sur le Centrex privé";02/08/2019;"PRESTATIONS / SUPPORT";"PRESTATIONS / SUPPORT";"service";"1.00";"24.00";47922;"facture"
"TAPIS SAINT MACLOU (TSM)";"AFLI19080129";02/08/2019;"Frais de port - Envoi colis";02/08/2019;"VENTES DE MARCHANDISES";"FRAIS DE PORT";"marchandise";"1.00";"30.00";47923;"facture"
"TAPIS SAINT MACLOU (TSM)";"AFLI19080130";02/08/2019;"Forfait Diagnostique - HORS GARANTIE (matériel fonctionnel) + transport";02/08/2019;"VENTES DE MARCHANDISES";"PRESTATIONS / SUPPORT";"marchandise";"1.00";"75.00";47924;"facture"
"Cap Recouvrement";"AFLI19080131";05/08/2019;"Bloc d'alimentation optionnel pour téléphone IP SIP Mitel Aastra";05/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";"22.00";47929;"facture"
"Cap Recouvrement";"AFLI19080131";05/08/2019;"Frais de gestion et d'envoi sur site";05/08/2019;"PRESTATIONS / SUPPORT";"FRAIS DE PORT";"service";"1.00";"35.00";47930;"facture"
"Ideal Home Concept";"AFLI19080132";29/08/2019;"Lien SDSL EFM Nerim 2 Mbps sur 4 paires de cuivre (17% de remise incluse)";29/08/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"2.00";"165.00";47934;"avoir"
"TAPIS SAINT MACLOU (TSM)";"AFLI19080133";29/08/2019;"Chargeur pour téléphone Mitel 142D";29/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";"22.00";47935;"facture"
"TAPIS SAINT MACLOU (TSM)";"AFLI19080133";29/08/2019;"Forfait expédition sur site";29/08/2019;"VENTES DE MARCHANDISES";"FRAIS DE PORT";"marchandise";"1.00";"30.00";47936;"facture"
"TAPIS SAINT MACLOU (TSM)";"AFLI19080134";29/08/2019;"Aastra 142d - Téléphone DECT Comprend un vibreur, une prise casque";29/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";"98.00";47937;"facture"
"TAPIS SAINT MACLOU (TSM)";"AFLI19080134";29/08/2019;"Prestation de configuration d'un équipement IP sur le Centrex privé";29/08/2019;"PRESTATIONS / SUPPORT";"PRESTATIONS / SUPPORT";"service";"1.00";"24.00";47938;"facture"
"TAPIS SAINT MACLOU (TSM)";"AFLI19080134";29/08/2019;"Forfait Diagnostique + Échange standard sur site - HORS GARANTIE (matériel fonctionnel)";29/08/2019;"VENTES DE MARCHANDISES";"PRESTATIONS / SUPPORT";"marchandise";"1.00";"15.00";47939;"facture"
"TAPIS SAINT MACLOU (TSM)";"AFLI19080135";29/08/2019;"Forfait Diagnostique + Échange standard sur site - HORS GARANTIE (matériel fonctionnel)";29/08/2019;"VENTES DE MARCHANDISES";"PRESTATIONS / SUPPORT";"marchandise";"2.00";"75.00";47940;"facture"
"TAPIS SAINT MACLOU (TSM)";"AFLI19080135";29/08/2019;"Remplacement Capot logement piles";29/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";"5.00";47941;"facture"
"TAPIS SAINT MACLOU (TSM)";"AFLI19080136";29/08/2019;"Aastra 142d - Téléphone DECT Comprend un vibreur, une prise casque";29/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";"98.00";47942;"facture"
"TAPIS SAINT MACLOU (TSM)";"AFLI19080136";29/08/2019;"Prestation de configuration d'un équipement IP sur le Centrex privé";29/08/2019;"PRESTATIONS / SUPPORT";"PRESTATIONS / SUPPORT";"service";"1.00";"24.00";47943;"facture"
"TAPIS SAINT MACLOU (TSM)";"AFLI19080137";30/08/2019;"Gigaset S650H Pro - DECT - Bluetooth - Ecran TFT rétroéclairé couleur de 1,8"" et clavier - Prise jack 2,5 pour connexion casque - Mains libres - Vibreur - Son HDSP, - Grand écran couleur - Répertoire 500 contacts - Autonomie: 12h en conversation - 300h en veille (Garantie 2 ans)";30/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"2.00";"89.95";47944;"facture"
"TAPIS SAINT MACLOU (TSM)";"AFLI19080137";30/08/2019;"REMISE DE 25% sur le DECT Gigaset 650H pro";30/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"2.00";"-22.49";47945;"facture"
"TAPIS SAINT MACLOU (TSM)";"AFLI19080137";30/08/2019;"Configuration d'un équipement IP sur l'IPBX";30/08/2019;"VENTES DE MARCHANDISES";"PRESTATIONS / SUPPORT";"marchandise";"2.00";"24.00";47946;"facture"
"TAPIS SAINT MACLOU (TSM)";"AFLI19080137";30/08/2019;"Casque sans-fil Jabra Evolve 65 Duo : Coussinets d'oreille simili cuir - Réduction de bruit passive et micro antibruit - Double connectivité : USB et Bluetooth - Portée sans fil jusqu'à 30m du PC, 10m du périphérique Bluetooth - Technologie NFC pour faciliter l'appairage - Busylight pour indiquer que vous êtes en ligne - Design moderne - Perche discrète aimantée pour faciliter sa dissimulation en mode écoute uniquement - Protection acoustique conforme aux réglementations EU et G616 - Écouteurs de haute qualité et voix HD pour un son d'une grande clarté (Garantie 2 ans)";30/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"2.00";"165.00";47947;"facture"
"TAPIS SAINT MACLOU (TSM)";"AFLI19080137";30/08/2019;"Remise de 25% sur le casque Jabra Evolve 65 Duo";30/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"2.00";"-49.50";47948;"facture"
"TAPIS SAINT MACLOU (TSM)";"AFLI19080137";30/08/2019;"Frais de gestion et d'envoi sur site";30/08/2019;"PRESTATIONS / SUPPORT";"FRAIS DE PORT";"service";"1.00";"35.00";47949;"facture"
"PARC MEDICAL DE BOLLEZEELE";"AFLI19080138";30/08/2019;"Appliance Easy2Call 50 - IPBX - Rack format 1U";30/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";"950.00";47950;"facture"
"PARC MEDICAL DE BOLLEZEELE";"AFLI19080138";30/08/2019;"Mitel Aastra 6865i - Poste filaire intermédiaire - Ecran monochrome LCD rétroéclairé 3.4"" - Résolution : 128x48 pixel - PoE (alimentation par Ethernet) - 2 ports GigE Eternet (LAN/PC) - 2 touches de ligne avec LEDs - Jusqu'à 6 lignes avec LEDs - Pavé de navigation avec touche centrale Select/OK - Haut-parleur et combiné HD large-bande - Support casque";30/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"5.00";"114.00";47951;"facture"
"PARC MEDICAL DE BOLLEZEELE";"AFLI19080138";30/08/2019;"APC Smart-UPS RM 750VA USB - Onduleur (rack-montable) - CA 230 V - 480 Watt - 750 VA - connecteurs de sortie : 4 - 1U - noir";30/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";"545.00";47952;"facture"
"PARC MEDICAL DE BOLLEZEELE";"AFLI19080138";30/08/2019;"Réalisation du plan de numérotation du Parc Médical de Bollezeele";30/08/2019;"PRESTATIONS / SUPPORT";"PRESTATIONS / SUPPORT";"service";"1.00";"750.00";47953;"facture"
"PARC MEDICAL DE BOLLEZEELE";"AFLI19080138";30/08/2019;"Configuration d'un équipement IP sur IPBX";30/08/2019;"PRESTATIONS / SUPPORT";"PRESTATIONS / SUPPORT";"service";"5.00";"30.00";47954;"facture"
